Time,Label,MQ2_1,MQ4_1,MQ6_1,MQ9_1,MQ135_1,MQ136_1,MQ137_1,MQ138_1
67,1,0.723986252,0.743019272,0.784255065,0.773906478,0.722422595,0.685310675,0.698341495,0.749731831
68,1,0.723986252,0.743019272,0.785193481,0.773906478,0.722422595,0.685310675,0.698341495,0.750332506
69,1,0.723986252,0.740687663,0.784255065,0.772790858,0.722422595,0.685310675,0.698341495,0.749731831
70,1,0.723986252,0.740687663,0.785193481,0.773906478,0.722422595,0.685310675,0.698341495,0.750332506
71,1,0.723986252,0.740687663,0.784255065,0.772790858,0.720767336,0.685310675,0.698341495,0.749132715
72,1,0.723986252,0.740687663,0.784255065,0.772790858,0.720767336,0.685310675,0.698341495,0.749731831
73,1,0.723986252,0.740687663,0.78331834,0.771678015,0.720767336,0.685310675,0.698341495,0.748532819
74,1,0.723986252,0.740687663,0.78331834,0.771678015,0.720767336,0.682888568,0.696167769,0.748532819
75,1,0.723986252,0.738369649,0.78331834,0.770567795,0.719118938,0.682888568,0.696167769,0.747934481
76,1,0.723986252,0.740687663,0.78331834,0.770567795,0.719118938,0.682888568,0.696167769,0.748532819
77,1,0.723986252,0.738369649,0.78331834,0.770567795,0.719118938,0.682888568,0.696167769,0.747934481
78,1,0.723986252,0.738369649,0.78331834,0.770567795,0.719118938,0.682888568,0.696167769,0.748532819
79,1,0.723986252,0.738369649,0.782383308,0.769460198,0.719118938,0.682888568,0.696167769,0.748532819
80,1,0.723986252,0.738369649,0.78331834,0.770567795,0.719118938,0.682888568,0.698341495,0.749132715
81,1,0.723986252,0.738369649,0.78331834,0.770567795,0.719118938,0.682888568,0.696167769,0.749132715
82,1,0.723986252,0.738369649,0.782383308,0.769460198,0.719118938,0.682888568,0.696167769,0.748532819
83,1,0.723986252,0.736065177,0.782383308,0.768355222,0.717477244,0.682888568,0.696167769,0.747934481
84,1,0.723986252,0.736065177,0.782383308,0.768355222,0.717477244,0.682888568,0.696167769,0.747934481
85,1,0.717543837,0.736065177,0.782383308,0.768355222,0.717477244,0.682888568,0.696167769,0.747336144
86,1,0.717543837,0.736065177,0.781450179,0.768355222,0.717477244,0.682888568,0.696167769,0.747336144
87,1,0.717543837,0.736065177,0.781450179,0.767253024,0.717477244,0.682888568,0.696167769,0.747336144
88,1,0.717543837,0.736065177,0.782383308,0.768355222,0.717477244,0.682888568,0.696167769,0.747934481
89,1,0.717543837,0.736065177,0.781450179,0.767253024,0.717477244,0.680482471,0.696167769,0.748532819
90,1,0.717543837,0.736065177,0.781450179,0.767253024,0.717477244,0.682888568,0.696167769,0.747934481
91,1,0.717543837,0.736065177,0.780518742,0.766153293,0.71584241,0.680482471,0.696167769,0.747336144
92,1,0.717543837,0.733774029,0.780518742,0.766153293,0.71584241,0.680482471,0.694006581,0.746737806
93,1,0.717543837,0.733774029,0.780518742,0.766153293,0.71584241,0.680482471,0.694006581,0.746737806
94,1,0.717543837,0.733774029,0.780518742,0.766153293,0.71584241,0.680482471,0.694006581,0.746737806
95,1,0.717543837,0.733774029,0.779588997,0.765056339,0.714214203,0.680482471,0.694006581,0.746737806
96,1,0.717543837,0.733774029,0.779588997,0.765056339,0.714214203,0.680482471,0.694006581,0.746737806
97,1,0.717543837,0.731496096,0.779588997,0.765056339,0.714214203,0.680482471,0.694006581,0.746737806
98,1,0.717543837,0.733774029,0.779588997,0.765056339,0.714214203,0.680482471,0.694006581,0.746737806
99,1,0.717543837,0.731496096,0.779588997,0.763961854,0.714214203,0.680482471,0.694006581,0.746737806
100,1,0.717543837,0.731496096,0.779588997,0.763961854,0.714214203,0.680482471,0.694006581,0.746737806
101,1,0.717543837,0.731496096,0.779588997,0.763961854,0.712592779,0.680482471,0.694006581,0.746140247
